Redshift,K-band mag,K-band dmag
 0.186, 19.777, 0.132
 0.181, 17.267, 0.014
 0.086, 18.085, 0.029
 0.147, 21.922, 0.714
 0.193, 20.840, 0.321
 0.105, 21.027, 0.372
 0.190, 19.797, 0.134
 0.125, 20.638, 0.272
 0.124, 20.443, 0.232
 0.185, 21.117, 0.399
 0.165, 21.801, 0.658
 0.162, 21.044, 0.376
 0.135, 20.040, 0.165
 0.080, 20.236, 0.195
 0.081, 20.642, 0.273
 0.116, 19.896, 0.146
 0.162, 19.960, 0.154
 0.194, 16.922, 0.010
 0.147, 20.951, 0.350
 0.181, 21.193, 0.422
 0.177, 19.330, 0.089
 0.120, 20.456, 0.235
 0.087, 19.483, 0.102
 0.142, 19.883, 0.144
 0.106, 20.680, 0.282
 0.086, 20.362, 0.217
 0.175, 21.713, 0.618
 0.183, 21.379, 0.486
 0.184, 21.373, 0.484
 0.166, 21.362, 0.480
 0.138, 21.895, 0.701
 0.135, 21.157, 0.411
 0.175, 21.482, 0.524
 0.170, 20.661, 0.278
 0.156, 21.684, 0.606
 0.079, 21.163, 0.413
 0.059, 20.420, 0.228
 0.188, 18.676, 0.050
 0.091, 19.417, 0.096
 0.081, 19.179, 0.078
 0.162, 20.585, 0.261
 0.182, 18.065, 0.029
 0.135, 20.712, 0.289
 0.118, 19.534, 0.107
 0.136, 20.502, 0.244
 0.099, 21.541, 0.547
 0.140, 20.069, 0.169
 0.105, 21.621, 0.579
 0.068, 19.196, 0.079
 0.104, 21.849, 0.680
 0.094, 19.879, 0.144
 0.058, 19.310, 0.088
 0.101, 19.441, 0.098
 0.165, 18.742, 0.053
 0.100, 18.658, 0.049
 0.166, 21.679, 0.604
 0.107, 20.933, 0.345
 0.120, 19.941, 0.152
 0.154, 19.970, 0.156
 0.154, 21.114, 0.397
 0.120, 20.070, 0.170
 0.129, 20.185, 0.187
 0.133, 19.808, 0.135
 0.100, 21.030, 0.372
 0.140, 18.983, 0.065
 0.178, 20.772, 0.304
 0.084, 17.474, 0.017
 0.144, 21.954, 0.730
 0.197, 17.566, 0.018
 0.096, 21.828, 0.670
 0.180, 13.605, 0.000
 0.174, 20.274, 0.202
 0.193, 19.305, 0.087
 0.191, 19.188, 0.079
 0.142, 19.548, 0.108
 0.035, 21.182, 0.419
 0.134, 21.621, 0.579
 0.188, 16.320, 0.006
 0.168, 21.738, 0.630
 0.125, 21.123, 0.400
 0.155, 18.003, 0.027
 0.192, 19.217, 0.081
 0.175, 20.456, 0.235
 0.187, 19.807, 0.135
 0.149, 20.606, 0.266
 0.145, 19.563, 0.109
 0.053, 20.875, 0.330
 0.166, 19.652, 0.118
 0.143, 20.919, 0.341
 0.117, 19.940, 0.152
 0.069, 19.231, 0.082
 0.198, 20.938, 0.347
 0.176, 18.059, 0.028
 0.105, 20.910, 0.339
 0.156, 19.288, 0.086
 0.129, 18.535, 0.044
 0.181, 19.115, 0.074
 0.113, 21.932, 0.719
 0.062, 19.232, 0.082
 0.163, 19.644, 0.117
 0.023, 16.674, 0.008
 0.116, 18.817, 0.056
 0.164, 19.829, 0.138
 0.173, 20.982, 0.359
 0.167, 19.733, 0.127
 0.132, 21.217, 0.430
 0.122, 18.216, 0.033
 0.106, 21.797, 0.656
 0.105, 13.210, 0.000
 0.170, 21.480, 0.523
 0.180, 17.997, 0.027
 0.175, 19.858, 0.141
 0.091, 19.853, 0.141
 0.028, 20.049, 0.166
 0.177, 20.045, 0.166
 0.152, 19.639, 0.117
 0.120, 18.521, 0.043
 0.196, 20.553, 0.254
 0.132, 21.060, 0.381
 0.199, 15.580, 0.003
 0.149, 21.155, 0.410
 0.135, 20.449, 0.233
 0.073, 20.419, 0.227
 0.162, 21.643, 0.589
 0.162, 20.696, 0.286
 0.077, 15.481, 0.003
 0.160, 20.953, 0.351
 0.087, 21.537, 0.546
 0.137, 21.471, 0.520
 0.177, 21.287, 0.453
 0.154, 19.983, 0.157
 0.191, 18.642, 0.048
 0.176, 21.471, 0.520
 0.181, 18.541, 0.044
 0.186, 21.586, 0.565
 0.010, 15.564, 0.003
 0.090, 16.803, 0.009
 0.099, 21.292, 0.455
 0.196, 18.482, 0.042
 0.109, 21.361, 0.480
 0.138, 21.444, 0.510
 0.140, 16.789, 0.009
 0.164, 21.716, 0.620
 0.182, 17.808, 0.023
 0.134, 18.423, 0.040
 0.182, 15.802, 0.004
 0.190, 19.195, 0.079
 0.137, 20.881, 0.331
 0.148, 21.428, 0.504
 0.089, 19.959, 0.154
 0.067, 19.928, 0.150
 0.143, 18.804, 0.056
 0.126, 20.446, 0.233
 0.195, 21.637, 0.586
 0.184, 21.149, 0.409
 0.063, 21.819, 0.666
 0.121, 21.411, 0.497
 0.193, 18.831, 0.057
 0.099, 21.191, 0.422
 0.091, 19.671, 0.120
 0.051, 21.343, 0.473
 0.195, 15.328, 0.002
 0.131, 20.348, 0.215
 0.094, 14.042, 0.001
 0.119, 18.693, 0.050
 0.126, 20.265, 0.200
 0.091, 20.167, 0.184
 0.149, 20.028, 0.164
 0.199, 21.924, 0.715
 0.192, 20.650, 0.275
 0.116, 21.066, 0.383
 0.136, 16.528, 0.007
 0.195, 21.148, 0.408
 0.200, 21.876, 0.693
 0.127, 18.969, 0.065
 0.156, 20.607, 0.266
 0.134, 20.848, 0.323
 0.183, 18.668, 0.049
 0.170, 20.961, 0.353
 0.198, 21.654, 0.593
 0.097, 21.648, 0.591
 0.122, 18.274, 0.035
 0.168, 18.158, 0.031
 0.175, 21.985, 0.745
 0.189, 21.302, 0.459
 0.031, 19.355, 0.091
 0.159, 16.895, 0.010
 0.047, 14.131, 0.001
 0.197, 21.500, 0.531
 0.134, 21.385, 0.488
 0.120, 20.324, 0.210
 0.178, 19.249, 0.083
 0.173, 21.801, 0.658
 0.178, 21.605, 0.573
 0.161, 19.602, 0.113
 0.114, 18.318, 0.036
 0.169, 21.202, 0.425
 0.024, 17.964, 0.026
 0.091, 21.443, 0.509
 0.186, 19.005, 0.067
 0.169, 20.507, 0.245
 0.200, 21.150, 0.409
 0.096, 19.533, 0.107
 0.186, 21.878, 0.693
 0.181, 21.353, 0.476
 0.076, 19.586, 0.112
 0.131, 20.140, 0.180
 0.170, 20.733, 0.294
 0.179, 19.555, 0.109
 0.195, 16.152, 0.005
 0.172, 15.230, 0.002
 0.110, 19.570, 0.110
 0.187, 16.263, 0.005
 0.161, 19.646, 0.118
 0.025, 20.692, 0.285
 0.194, 19.909, 0.148
 0.173, 18.899, 0.061
 0.164, 17.011, 0.011
 0.129, 21.594, 0.568
 0.124, 20.381, 0.220
 0.055, 21.062, 0.382
 0.047, 19.223, 0.081
 0.085, 20.085, 0.172
 0.174, 19.883, 0.144
 0.190, 21.423, 0.502
 0.122, 16.556, 0.007
 0.046, 17.078, 0.012
 0.198, 21.734, 0.628
 0.189, 17.851, 0.024
 0.073, 21.790, 0.653
 0.142, 19.797, 0.134
 0.193, 21.408, 0.497
 0.188, 21.162, 0.413
 0.161, 20.094, 0.173
 0.155, 17.718, 0.021
 0.112, 21.629, 0.583
 0.118, 21.400, 0.494
 0.120, 21.767, 0.642
 0.120, 19.946, 0.153
 0.148, 20.086, 0.172
 0.136, 19.745, 0.128
 0.109, 20.960, 0.353
 0.141, 19.302, 0.087
 0.157, 20.537, 0.251
 0.107, 15.889, 0.004
 0.077, 14.848, 0.001
 0.171, 20.294, 0.205
 0.164, 19.024, 0.068
 0.123, 18.515, 0.043
 0.157, 16.925, 0.010
 0.076, 20.043, 0.166
 0.197, 20.624, 0.269
 0.097, 18.256, 0.034
 0.191, 19.998, 0.159
 0.088, 21.976, 0.741
 0.182, 21.145, 0.407
 0.081, 21.943, 0.725
 0.113, 16.468, 0.007
 0.181, 21.239, 0.437
 0.138, 19.902, 0.147
 0.152, 21.407, 0.496
 0.162, 19.976, 0.156
 0.105, 13.428, 0.000
 0.191, 21.298, 0.457
 0.194, 18.551, 0.044
 0.189, 19.525, 0.106
 0.121, 20.343, 0.214
 0.153, 21.959, 0.732
 0.132, 19.658, 0.119
 0.187, 17.476, 0.017
 0.182, 21.081, 0.388
 0.118, 18.705, 0.051
 0.157, 19.569, 0.110
 0.129, 20.565, 0.257
 0.174, 21.562, 0.555
 0.187, 20.112, 0.176
 0.147, 20.284, 0.203
 0.195, 21.203, 0.426
 0.135, 18.315, 0.036
 0.156, 17.350, 0.015
 0.198, 21.671, 0.601
 0.195, 16.294, 0.006
 0.112, 20.477, 0.239
 0.184, 21.700, 0.613
 0.142, 21.684, 0.606
 0.134, 21.518, 0.538
 0.111, 20.309, 0.208
 0.133, 18.170, 0.031
 0.137, 20.974, 0.357
 0.091, 19.892, 0.146
 0.192, 19.977, 0.157
 0.181, 16.618, 0.008
 0.170, 21.648, 0.591
 0.114, 13.725, 0.001
 0.050, 19.811, 0.136
 0.148, 20.744, 0.297
 0.030, 16.447, 0.007
 0.135, 18.002, 0.027
 0.099, 21.870, 0.690
 0.111, 20.157, 0.183
 0.134, 19.245, 0.083
 0.155, 17.405, 0.016
 0.014, 14.816, 0.001
 0.062, 21.523, 0.540
 0.153, 17.313, 0.014
 0.059, 21.121, 0.400
 0.103, 17.836, 0.023
 0.194, 19.589, 0.112
 0.181, 21.839, 0.675
 0.160, 18.592, 0.046
 0.162, 20.527, 0.249
 0.192, 18.365, 0.038
 0.200, 20.286, 0.204
 0.147, 21.855, 0.682
 0.149, 18.091, 0.029
 0.018, 16.972, 0.011
 0.143, 21.972, 0.739
 0.145, 20.782, 0.306
 0.174, 20.811, 0.313
 0.091, 17.104, 0.012
 0.121, 20.784, 0.307
 0.122, 21.988, 0.747
 0.164, 21.186, 0.420
 0.067, 19.963, 0.155
 0.174, 21.765, 0.641
 0.195, 21.866, 0.688
 0.154, 21.864, 0.687
 0.198, 21.204, 0.426
 0.078, 20.341, 0.213
 0.155, 20.307, 0.207
 0.140, 21.127, 0.401
 0.114, 19.589, 0.112
 0.104, 20.965, 0.354
 0.140, 21.935, 0.721
 0.115, 18.400, 0.039
 0.127, 18.783, 0.055
 0.170, 18.220, 0.033
 0.055, 17.025, 0.011
 0.142, 18.018, 0.027
 0.098, 19.235, 0.082
 0.040, 21.483, 0.524
 0.136, 21.297, 0.457
 0.135, 15.042, 0.002
 0.085, 20.816, 0.315
 0.111, 21.804, 0.659
 0.093, 17.425, 0.016
 0.117, 21.141, 0.406
 0.121, 19.193, 0.079
 0.087, 21.308, 0.461
 0.117, 17.680, 0.020
 0.166, 21.088, 0.390
 0.182, 21.879, 0.694
 0.191, 20.961, 0.353
 0.167, 19.028, 0.068
 0.047, 21.557, 0.553
 0.133, 17.957, 0.026
 0.072, 21.766, 0.642
 0.049, 21.267, 0.447
 0.154, 18.629, 0.048
 0.101, 21.448, 0.511
 0.163, 19.731, 0.127
 0.183, 19.531, 0.106
 0.155, 18.992, 0.066
 0.178, 17.282, 0.014
 0.168, 20.071, 0.170
 0.168, 21.415, 0.499
 0.177, 19.800, 0.134
 0.130, 16.944, 0.010
 0.107, 21.089, 0.390
 0.107, 21.532, 0.544
 0.117, 16.347, 0.006
 0.058, 21.471, 0.520
 0.199, 17.931, 0.025
 0.191, 17.314, 0.014
 0.166, 19.210, 0.080
 0.190, 15.877, 0.004
 0.074, 19.531, 0.106
 0.052, 21.214, 0.429
 0.149, 15.754, 0.003
 0.190, 21.996, 0.750
 0.105, 18.393, 0.038
 0.083, 20.158, 0.183
 0.162, 20.213, 0.191
 0.136, 16.869, 0.010
 0.074, 18.227, 0.033
 0.099, 21.607, 0.574
 0.133, 20.932, 0.345
 0.132, 18.361, 0.037
 0.134, 20.461, 0.236
 0.195, 20.851, 0.324
 0.100, 21.396, 0.492
 0.076, 21.641, 0.588
 0.197, 17.708, 0.021
 0.057, 17.343, 0.015
 0.107, 21.185, 0.420
 0.191, 21.860, 0.685
 0.146, 19.657, 0.119
 0.195, 20.868, 0.328
 0.141, 21.749, 0.634
 0.166, 21.450, 0.512
 0.186, 20.208, 0.191
 0.143, 19.716, 0.125
 0.086, 18.057, 0.028
 0.177, 20.781, 0.306
 0.118, 21.482, 0.524
 0.141, 19.176, 0.078
 0.178, 17.559, 0.018
 0.175, 21.137, 0.405
 0.163, 19.824, 0.137
 0.169, 21.600, 0.571
 0.109, 21.343, 0.473
 0.151, 21.718, 0.621
 0.189, 21.735, 0.628
 0.167, 21.671, 0.600
 0.187, 19.840, 0.139
 0.184, 18.523, 0.043
 0.091, 19.305, 0.087
 0.140, 21.198, 0.424
 0.189, 20.614, 0.267
 0.173, 21.631, 0.584
 0.107, 20.871, 0.329
 0.194, 20.309, 0.208
 0.190, 20.373, 0.219
 0.194, 20.235, 0.195
 0.154, 18.612, 0.047
 0.131, 18.225, 0.033
 0.178, 18.270, 0.034
 0.094, 19.300, 0.087
 0.177, 18.929, 0.062
 0.113, 17.807, 0.023
 0.175, 18.925, 0.062
 0.145, 20.280, 0.203
 0.147, 19.103, 0.073
 0.158, 20.561, 0.256
 0.061, 19.118, 0.074
 0.198, 19.214, 0.080
 0.170, 19.999, 0.160
 0.176, 12.785, 0.000
 0.106, 21.210, 0.428
 0.174, 20.045, 0.166
 0.157, 16.869, 0.010
 0.121, 21.345, 0.474
 0.097, 21.302, 0.459
 0.106, 20.322, 0.210
 0.150, 18.580, 0.046
 0.126, 21.012, 0.367
 0.131, 21.566, 0.557
 0.166, 18.532, 0.044
 0.189, 18.890, 0.060
 0.194, 20.278, 0.202
 0.189, 21.518, 0.538
 0.176, 21.806, 0.660
 0.169, 21.512, 0.536
 0.193, 20.597, 0.264
 0.099, 19.538, 0.107
 0.126, 21.908, 0.708
 0.190, 21.346, 0.474
 0.165, 15.963, 0.004
 0.194, 20.451, 0.234
 0.081, 14.893, 0.002
 0.183, 21.462, 0.517
 0.092, 19.972, 0.156
 0.194, 21.818, 0.665
 0.154, 17.872, 0.024
 0.162, 20.663, 0.278
 0.122, 21.361, 0.480
 0.155, 21.977, 0.741
 0.191, 20.594, 0.263
 0.087, 21.680, 0.605
 0.109, 20.938, 0.346
 0.072, 17.162, 0.013
 0.153, 20.983, 0.359
 0.111, 21.769, 0.643
 0.120, 18.924, 0.062
 0.194, 18.933, 0.063
 0.120, 21.904, 0.706
 0.092, 19.993, 0.159
 0.146, 21.748, 0.634
 0.194, 21.222, 0.432
 0.132, 16.715, 0.008
 0.127, 17.509, 0.017
 0.153, 21.771, 0.644
 0.141, 21.272, 0.448
 0.166, 18.199, 0.032
 0.187, 21.328, 0.468
 0.164, 15.853, 0.004
 0.184, 18.509, 0.043
 0.152, 21.638, 0.587
 0.089, 21.728, 0.625
 0.129, 21.342, 0.473
 0.057, 18.745, 0.053
 0.154, 17.041, 0.011
 0.173, 20.270, 0.201
 0.165, 20.267, 0.200
 0.128, 20.588, 0.261
 0.090, 21.614, 0.577
 0.130, 20.748, 0.298
 0.100, 19.036, 0.069
 0.166, 21.590, 0.567
 0.187, 17.376, 0.015
 0.022, 20.793, 0.309
 0.194, 20.428, 0.229
 0.056, 21.637, 0.586
 0.103, 21.681, 0.605
 0.112, 14.291, 0.001
 0.171, 20.822, 0.316
 0.194, 21.697, 0.611
 0.139, 18.883, 0.060
 0.155, 20.156, 0.182
 0.063, 18.431, 0.040
 0.185, 20.675, 0.281
 0.085, 18.442, 0.040
 0.029, 16.740, 0.009
 0.175, 21.991, 0.748
 0.083, 20.197, 0.189
 0.137, 15.603, 0.003
 0.128, 20.805, 0.312
 0.094, 21.416, 0.499
 0.125, 17.041, 0.011
 0.135, 21.270, 0.448
 0.175, 20.739, 0.296
 0.118, 21.967, 0.736
 0.147, 19.842, 0.139
 0.198, 21.608, 0.574
 0.145, 20.965, 0.354
 0.064, 20.826, 0.317
 0.095, 17.697, 0.020
 0.183, 18.358, 0.037
 0.199, 20.234, 0.195
 0.172, 20.329, 0.211
 0.179, 15.983, 0.004
 0.194, 18.091, 0.029
 0.133, 21.790, 0.653
 0.194, 19.683, 0.121
 0.178, 19.697, 0.123
 0.132, 21.510, 0.535
 0.198, 21.519, 0.539
 0.063, 21.203, 0.426
 0.199, 21.942, 0.724
 0.139, 17.662, 0.020
 0.163, 19.702, 0.123
 0.165, 18.709, 0.051
 0.067, 21.913, 0.710
 0.180, 21.187, 0.421
 0.185, 21.661, 0.596
 0.163, 15.745, 0.003
 0.015, 19.615, 0.114
 0.196, 15.683, 0.003
 0.122, 21.953, 0.730
 0.062, 15.528, 0.003
 0.187, 19.977, 0.157
 0.168, 19.901, 0.147
 0.130, 21.288, 0.454
 0.071, 18.020, 0.027
 0.119, 19.038, 0.069
 0.190, 21.330, 0.468
 0.189, 21.093, 0.391
 0.177, 21.613, 0.576
 0.145, 21.675, 0.602
 0.058, 19.139, 0.075
 0.134, 20.436, 0.231
 0.196, 19.991, 0.158
 0.191, 18.019, 0.027
 0.111, 20.669, 0.279
 0.123, 21.838, 0.675
 0.189, 19.317, 0.088
 0.104, 21.512, 0.536
 0.198, 21.307, 0.461
 0.086, 16.936, 0.010
 0.133, 20.504, 0.244
 0.109, 21.175, 0.417
 0.193, 20.650, 0.275
 0.143, 16.792, 0.009
 0.117, 13.905, 0.001
 0.121, 20.633, 0.271
 0.129, 21.783, 0.649
 0.093, 21.571, 0.559
 0.184, 15.532, 0.003
 0.077, 21.387, 0.489
 0.183, 19.142, 0.075
 0.090, 20.112, 0.176
 0.187, 19.933, 0.151
 0.164, 20.911, 0.339
 0.173, 14.416, 0.001
 0.195, 16.111, 0.005
 0.103, 19.100, 0.073
 0.099, 19.425, 0.097
 0.129, 18.541, 0.044
 0.170, 15.134, 0.002
 0.151, 21.880, 0.694
 0.154, 17.123, 0.012
 0.120, 20.962, 0.353
 0.153, 20.535, 0.250
 0.120, 20.882, 0.332
 0.077, 20.748, 0.298
 0.172, 16.231, 0.005
 0.152, 20.343, 0.214
 0.087, 20.012, 0.161
 0.116, 21.335, 0.470
 0.150, 21.053, 0.379
 0.135, 19.774, 0.131
 0.100, 21.681, 0.605
 0.170, 18.890, 0.060
 0.097, 21.509, 0.535
 0.163, 19.754, 0.129
 0.099, 19.980, 0.157
 0.090, 20.555, 0.254
 0.174, 20.414, 0.227
 0.157, 15.353, 0.002
 0.085, 21.939, 0.722
 0.075, 20.919, 0.341
 0.168, 15.712, 0.003
 0.110, 15.841, 0.004
 0.095, 20.368, 0.218
 0.127, 21.486, 0.526
 0.165, 19.610, 0.114
 0.197, 20.756, 0.300
 0.182, 21.677, 0.603
 0.062, 21.687, 0.607
 0.139, 21.510, 0.535
 0.117, 20.978, 0.358
 0.049, 14.756, 0.001
 0.081, 15.942, 0.004
 0.199, 17.265, 0.014
 0.059, 15.054, 0.002
 0.181, 19.951, 0.153
 0.103, 20.982, 0.359
 0.168, 18.721, 0.052
 0.176, 21.776, 0.646
 0.094, 15.586, 0.003
 0.102, 20.489, 0.241
 0.113, 17.022, 0.011
 0.091, 20.766, 0.302
 0.120, 20.858, 0.325
 0.172, 19.277, 0.085
 0.164, 20.225, 0.193
 0.182, 17.170, 0.013
 0.133, 21.923, 0.715
 0.119, 21.365, 0.481
 0.155, 19.895, 0.146
 0.153, 21.148, 0.408
 0.090, 18.490, 0.042
 0.124, 21.894, 0.701
 0.184, 19.522, 0.106
 0.078, 15.112, 0.002
 0.153, 21.287, 0.453
 0.193, 19.785, 0.133
 0.038, 16.227, 0.005
 0.073, 16.093, 0.005
 0.184, 21.478, 0.523
 0.152, 20.529, 0.249
 0.175, 18.106, 0.030
 0.095, 19.648, 0.118
 0.174, 20.350, 0.215
 0.064, 20.493, 0.242
 0.145, 20.947, 0.349
 0.085, 21.850, 0.680
 0.143, 15.648, 0.003
 0.107, 17.151, 0.012
 0.185, 19.121, 0.074
 0.177, 19.919, 0.149
 0.056, 13.380, 0.000
 0.141, 20.401, 0.224
 0.183, 18.945, 0.063
 0.131, 20.856, 0.325
 0.161, 18.165, 0.031
 0.168, 21.563, 0.556
 0.108, 19.886, 0.145
 0.180, 17.702, 0.021
 0.132, 21.003, 0.365
 0.186, 19.763, 0.130
 0.197, 21.947, 0.726
 0.192, 20.780, 0.306
 0.164, 21.010, 0.367
 0.162, 20.873, 0.329
 0.071, 19.984, 0.158
 0.158, 19.663, 0.119
 0.152, 20.117, 0.177
 0.157, 20.397, 0.223
 0.141, 21.374, 0.484
 0.193, 20.061, 0.168
 0.145, 21.596, 0.569
 0.106, 20.143, 0.180
 0.105, 21.433, 0.506
 0.164, 21.933, 0.719
 0.174, 20.483, 0.240
 0.182, 21.376, 0.485
 0.159, 18.240, 0.033
 0.080, 16.498, 0.007
 0.181, 19.468, 0.101
 0.101, 18.105, 0.030
 0.198, 20.364, 0.217
 0.137, 17.351, 0.015
 0.183, 20.269, 0.201
 0.115, 17.198, 0.013
 0.199, 18.532, 0.044
 0.130, 20.510, 0.245
 0.185, 21.884, 0.696
 0.137, 18.824, 0.057
 0.061, 16.465, 0.007
 0.088, 21.558, 0.554
 0.196, 21.382, 0.487
 0.072, 19.451, 0.099
 0.089, 21.317, 0.464
 0.146, 13.367, 0.000
 0.137, 18.544, 0.044
 0.190, 18.282, 0.035
 0.107, 17.813, 0.023
 0.155, 19.167, 0.077
 0.190, 21.742, 0.631
 0.195, 20.266, 0.200
 0.186, 17.982, 0.027
 0.109, 18.695, 0.051
 0.130, 20.372, 0.219
 0.022, 18.594, 0.046
 0.135, 17.423, 0.016
 0.117, 20.680, 0.282
 0.180, 20.768, 0.303
 0.161, 18.361, 0.037
 0.192, 21.940, 0.723
 0.197, 19.796, 0.134
 0.146, 19.296, 0.086
 0.098, 15.590, 0.003
 0.157, 20.535, 0.250
 0.154, 20.108, 0.175
 0.059, 21.130, 0.402
 0.196, 20.028, 0.164
 0.020, 20.211, 0.191
 0.185, 21.186, 0.420
 0.161, 20.959, 0.352
 0.050, 17.923, 0.025
 0.095, 19.762, 0.130
 0.189, 20.459, 0.235
 0.117, 20.215, 0.192
 0.143, 17.431, 0.016
 0.129, 21.899, 0.703
 0.111, 20.957, 0.352
 0.134, 18.360, 0.037
 0.141, 20.521, 0.248
 0.140, 21.917, 0.712
 0.087, 17.808, 0.023
 0.178, 21.875, 0.692
 0.164, 21.013, 0.368
 0.137, 14.905, 0.002
 0.128, 21.445, 0.510
 0.129, 20.201, 0.189
 0.160, 15.408, 0.003
 0.158, 20.342, 0.213
 0.092, 20.941, 0.347
 0.177, 21.838, 0.675
 0.120, 19.898, 0.146
 0.193, 18.521, 0.043
 0.134, 21.847, 0.679
 0.192, 19.629, 0.116
 0.182, 13.758, 0.001
 0.141, 21.142, 0.406
 0.149, 21.823, 0.667
 0.198, 20.831, 0.318
 0.195, 15.482, 0.003
 0.108, 19.869, 0.143
 0.182, 20.055, 0.167
 0.058, 20.104, 0.175
 0.181, 21.895, 0.701
 0.195, 19.634, 0.116
 0.174, 19.684, 0.122
 0.101, 20.621, 0.269
 0.174, 20.772, 0.304
 0.082, 21.099, 0.393
 0.172, 20.296, 0.205
 0.097, 18.024, 0.028
 0.153, 16.883, 0.010
 0.126, 21.760, 0.639
 0.169, 20.370, 0.218
 0.138, 21.239, 0.437
 0.100, 16.413, 0.006
 0.165, 21.743, 0.632
 0.117, 21.883, 0.696
 0.174, 16.433, 0.006
 0.134, 17.261, 0.014
 0.147, 16.770, 0.009
 0.064, 21.523, 0.540
 0.199, 19.804, 0.135
 0.136, 18.730, 0.052
 0.042, 14.676, 0.001
 0.041, 19.781, 0.132
 0.094, 21.710, 0.617
 0.170, 20.265, 0.200
 0.062, 20.861, 0.326
 0.133, 18.936, 0.063
 0.146, 21.337, 0.471
 0.129, 21.339, 0.472
 0.187, 16.206, 0.005
 0.184, 20.895, 0.335
 0.117, 21.788, 0.652
 0.176, 18.256, 0.034
 0.129, 20.885, 0.332
 0.128, 21.731, 0.626
 0.159, 14.432, 0.001
 0.073, 18.882, 0.060
 0.095, 21.601, 0.571
 0.141, 14.656, 0.001
 0.184, 18.511, 0.043
 0.160, 19.040, 0.069
 0.145, 21.793, 0.654
 0.104, 16.432, 0.006
 0.152, 21.374, 0.484
 0.153, 21.866, 0.687
 0.096, 18.507, 0.043
 0.189, 17.041, 0.011
 0.195, 17.281, 0.014
 0.161, 20.544, 0.252
 0.109, 21.260, 0.445
 0.124, 21.609, 0.575
 0.174, 19.541, 0.107
 0.166, 21.097, 0.392
 0.037, 14.807, 0.001
 0.119, 20.611, 0.267
 0.145, 19.524, 0.106
 0.145, 21.673, 0.602
 0.163, 19.087, 0.072
 0.144, 18.389, 0.038
 0.153, 21.831, 0.671
 0.116, 19.734, 0.127
 0.194, 20.506, 0.245
 0.158, 20.939, 0.347
 0.200, 21.750, 0.635
 0.094, 20.158, 0.183
 0.142, 20.045, 0.166
 0.176, 20.425, 0.229
 0.183, 18.329, 0.036
 0.183, 17.355, 0.015
 0.147, 19.473, 0.101
 0.062, 21.911, 0.709
 0.071, 19.700, 0.123
 0.181, 20.638, 0.272
 0.195, 18.704, 0.051
 0.153, 19.905, 0.147
 0.186, 21.443, 0.509
 0.130, 19.966, 0.155
 0.142, 21.363, 0.480
 0.184, 12.853, 0.000
 0.126, 21.811, 0.662
 0.063, 10.850, 0.000
 0.145, 21.782, 0.649
 0.122, 18.264, 0.034
 0.139, 20.748, 0.298
 0.159, 20.732, 0.294
 0.006, 11.071, 0.000
 0.166, 21.414, 0.499
 0.170, 18.730, 0.052
 0.182, 20.288, 0.204
 0.154, 21.364, 0.480
 0.184, 18.268, 0.034
 0.153, 20.347, 0.214
 0.041, 15.274, 0.002
 0.198, 16.235, 0.005
 0.147, 21.236, 0.437
 0.141, 19.067, 0.071
 0.123, 21.323, 0.466
 0.195, 21.632, 0.584
 0.199, 18.376, 0.038
 0.109, 20.588, 0.262
 0.189, 21.420, 0.501
 0.112, 21.773, 0.645
 0.021, 17.894, 0.024
 0.173, 17.468, 0.017
 0.154, 21.389, 0.490
 0.132, 19.854, 0.141
 0.124, 19.673, 0.120
 0.183, 17.577, 0.018
 0.174, 20.755, 0.300
 0.054, 16.990, 0.011
 0.200, 20.866, 0.327
 0.144, 19.919, 0.149
 0.163, 19.952, 0.153
 0.173, 21.544, 0.548
 0.089, 20.932, 0.345
 0.139, 16.935, 0.010
 0.128, 21.686, 0.607
 0.193, 15.029, 0.002
 0.111, 21.963, 0.734
 0.180, 21.930, 0.718
 0.134, 21.294, 0.456
 0.141, 21.999, 0.752
 0.198, 20.201, 0.190
 0.068, 17.763, 0.022
 0.119, 21.961, 0.733
 0.071, 20.503, 0.244
 0.146, 21.926, 0.716
 0.152, 21.161, 0.412
 0.185, 15.416, 0.003
 0.173, 15.572, 0.003
 0.129, 21.617, 0.578
 0.058, 21.462, 0.516
 0.095, 18.418, 0.039
 0.104, 20.022, 0.163
 0.041, 20.251, 0.198
 0.130, 21.660, 0.596
 0.190, 21.089, 0.390
 0.070, 17.368, 0.015
 0.123, 16.916, 0.010
 0.157, 21.505, 0.533
 0.062, 17.147, 0.012
 0.139, 21.145, 0.407
 0.159, 16.223, 0.005
 0.086, 21.648, 0.591
 0.176, 20.228, 0.194
 0.166, 18.879, 0.060
 0.057, 18.052, 0.028
 0.097, 19.211, 0.080
 0.090, 19.365, 0.092
 0.023, 19.956, 0.154
 0.188, 21.472, 0.521
 0.124, 20.987, 0.360
 0.120, 14.667, 0.001
 0.139, 21.749, 0.634
 0.078, 21.857, 0.684
 0.095, 19.072, 0.071
 0.039, 20.608, 0.266
 0.191, 17.981, 0.026
 0.098, 20.661, 0.278
 0.078, 21.548, 0.550
 0.186, 20.554, 0.254
 0.065, 18.432, 0.040
 0.094, 21.641, 0.588
 0.136, 19.347, 0.090
 0.191, 16.407, 0.006
 0.192, 16.880, 0.010
 0.149, 19.400, 0.095
 0.095, 20.079, 0.171
 0.080, 18.298, 0.035
 0.168, 21.887, 0.698
